Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-04-30,170.23272705078125,171.36310345646845,167.40199563044328,170.98314670600126,53875900
2020-05-01,165.82516479492188,169.69127624962576,165.29320504334035,166.99354559150055,39370500
2020-05-04,169.8812713623047,170.03325987772834,165.09374908184085,165.74918687198553,30372900
2020-05-05,171.70513916015625,174.45036909184662,170.88821877419855,171.57215279474113,36839200
2020-05-06,173.39588928222656,174.97273721577514,172.5314855666917,172.9589405019641,32139300
2020-05-07,174.40286254882812,175.30527094576834,173.43395373066107,174.94430178922232,28316000
2020-05-08,175.42874145507812,175.73271852011223,174.17487229787307,175.71371632994155,30877800
2020-05-11,177.38555908203125,178.11697670899608,173.6904230840471,173.97538346108584,30892700
2020-05-12,173.36744689941406,177.67052260190522,173.16797463195846,177.4425542962417,32038200
2020-05-13,170.74574279785156,174.83034482903608,167.69653567270362,173.40548466660616,44711500
2020-05-14,171.48660278320312,171.63859128723868,166.8795509037729,168.6463774035272,41873900
2020-05-15,173.98492431640625,177.68955485444684,168.1334952406675,170.0903008322698,46610400
2020-05-18,175.64724731445312,176.87262055157336,174.74483886920328,176.44516544534193,35264500
2020-05-19,174.43133544921875,177.25255891726619,174.29834911883097,175.76119875309638,26799100
2020-05-20,176.850830078125,177.03181730648205,175.21243926902898,176.0411549622514,31261300
2020-05-21,174.72659301757812,177.81286649401784,174.59323632917085,176.60312147681617,29119500
2020-05-22,174.80284118652344,175.70777736396283,173.878864430985,174.49803205422208,20826900
2020-05-26,172.95489501953125,177.65096998396217,172.50719436134594,177.4985581567519,36073600
2020-05-27,173.1835174560547,173.3549844144041,168.2207285103278,171.64990779458807,39517100
